campaign_id,seed,configuration,git_commit,testbench_version,iopmp_in_path,operation,address,requester_id,policy_valid,reset_sequence,secure_ready,expected,observed,property,result,classification,dma_error,mem_after
m4_random_v2,15,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,16,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,17,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,18,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,True,global_pulse,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,0,0xcafebabe
m4_random_v2,19,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,global_pulse,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,20,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,21,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,0,0xcafebabe
m4_random_v2,22,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,23,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,24,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,25,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,26,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,27,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,True,global_pulse,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,28,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,0,0xcafebabe
m4_random_v2,29,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,0,0xcafebabe
m4_random_v2,30,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,31,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,True,global_pulse,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,32,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,1,False,none,False,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,33,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
m4_random_v2,34,C2,297df920dab05466b1fc3fc6711346364cd0c459,94408de554e6,True,write,0x20000000,2,True,none,True,no unauthorized protected effect,PASS,SP-08/SP-13,PASS,EXPECTED_BY_MODEL,1,0xdeadbeef
